raw_database_id,series,cardNumber,isLegacy,imageUrl,rarity,cardName,type,pokedexNumber,price,status,possessions,createdAt
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-743,true,https://mtg-kr.com/cardimage/poketcgMC-743.png,기타 AR,,,,0,미보유,,
,s11a -「백열의 아르카나」,S11a-091,true,https://mtg-kr.com/cardimage/poketcgS11a-091.png,HR,,,,0,미보유,,
,sv4M -「미래의 일섬」,SV4M-071,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_071.png,AR,,,,0,보유중,,
,sv3a -「레이징서프」,SV3a-067,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_067.png,AR,파쪼옥,,,0,보유중,,
,sv3a -「레이징서프」,SV3a-070,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_070.png,AR,,,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-158,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_158.png,AR,치라치노,,,0,보유중,,
,sv3a -「레이징서프」,SV3a-075,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_075.png,SR,,,,0,미보유,,
,sv8 -「초전브레이커」,SV8-126,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_126.png,SR,,,,0,미보유,,
,sv1S -「스칼렛 ex」,SV1S-080,true,https://mtg-kr.com/cardimage/poketcgSV1S-080.png,AR,카디나르마,,,0,보유중,,
,m2a -「메가드림」,M2a-220,true,https://mtg-kr.com/cardimage/poketcgM2a-220.png,SR,카나리,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-214,true,https://mtg-kr.com/cardimage/poketcgS12a-214.png,SAR,바오키 Vstar,포켓몬,,0,보유중,,
,sv5M -「사이버저지」,SV5M-082,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_082.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-154,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_154.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-183,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_183.png,S,,,,0,미보유,,
,m2a -「메가드림」,M2a-222,true,https://mtg-kr.com/cardimage/poketcgM2a-222.png,SR,,,,0,미보유,,
,s11 -「로스트어비스」,S11-107,true,https://mtg-kr.com/cardimage/poketcgS11-107.png,SR,,,,0,미보유,,
,sv4K -「고대의 포효」,SV4K-067,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_067.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-185,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_185.png,S,,,,0,미보유,,
,sv3 - 「흑염의 지배자」,SV3-113,true,https://mtg-kr.com/cardimage/poketcgSV3-113.png,AR,삐,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-255,true,https://mtg-kr.com/cardimage/poketcgS8b-255.png,SR,가라르의 동료들,서포트,,0,보유중,,
,sv8 -「초전브레이커」,SV8-138,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_138.png,UR,,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-114,true,https://mtg-kr.com/cardimage/poketcgSV7-114.png,AR,야부엉,,,0,보유중,,
,sv5a -「크림슨헤이즈」,SV5a-067,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_067.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-093,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_093.png,AR,,,,0,보유중,,
,sv2D -「클레이버스트」,SV2D-098,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_098.png,UR,,,,0,미보유,,
,sv6 -「변환의 가면」,SV6-132,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_132.png,UR,,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-107,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_107.png,AR,,,,0,보유중,,
,sv5K -「와일드포스」,SV5K-095,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_095.png,SAR,날뛰는우레 ex,포켓몬,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-166,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_166.png,SR,,,,0,미보유,,
,sv5M -「사이버저지」,SV5M-074,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_074.png,AR,,,,0,보유중,,
,s10a -「다크판타스마」,S10a-084,true,https://mtg-kr.com/cardimage/poketcgS10a-084.png,,,,,0,미보유,,
,sv4K -「고대의 포효」,SV4K-089,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_089.png,SAR,모래털가죽 ex,포켓몬,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-126,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_126.png,SR,,,,0,미보유,,
,sv10 -「로켓단의 영광」,SV10-110,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_110.png,AR,,,,0,보유중,,
,sv8a -「테라스탈 페스타 ex」,SV8a-189,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_189.png,SR,,,,0,미보유,,
,sv1V -「바이올렛 ex」,SV1V-093,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_093.png,SR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-217,,https://mtg-kr.com/cardimage/poketcgS12a-217.png,SAR,글레이시아 Vstar,포켓몬,471,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-203,true,https://mtg-kr.com/cardimage/poketcgS12a-203.png,AR,해골몽,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-159,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_159.png,SR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-230,true,https://mtg-kr.com/cardimage/poketcgS12a-230.png,SAR,히스이 대검귀 Vstar,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-240,true,https://mtg-kr.com/cardimage/poketcgS12a-240.png,SAR,유채의 활기,서포트,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-236,true,https://mtg-kr.com/cardimage/poketcgS8b-236.png,CSR,흑마 버드렉스 Vmax,,,0,미보유,,
,sv8a -「테라스탈 페스타 ex」,SV8a-219,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_219.png,SAR,복숭악동 ex,,,0,보유중,,
,s9 -「스타버스」,S9-102,true,https://mtg-kr.com/cardimage/poketcgS9-102.png,SR,,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-148,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_148.png,AR,,,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-174,,https://mtg-kr.com/cardimage/poketcgS12a-174.png,AR,귀뚤톡크,포켓몬,402,0,보유중,,
,sv11B -「블랙볼트」,SV11B-157,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_157.png,AR,치라미,,,0,보유중,,
,m2a -「메가드림」,M2a-212,true,https://mtg-kr.com/cardimage/poketcgM2a-212.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-151,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_151.png,AR,,,,0,보유중,,
,sv2D -「클레이버스트」,SV2D-082,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_082.png,AR,,,,0,보유중,,
,s9a -「배틀리전」,S9a-086,true,https://mtg-kr.com/cardimage/poketcgS9a-086.png,HR,,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-100,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_100.png,AR,불켜미,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-119,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_119.png,AR,,,,0,보유중,,
,m2a -「메가드림」,M2a-213,true,https://mtg-kr.com/cardimage/poketcgM2a-213.png,AR,,,,0,보유중,,
,sv10 -「로켓단의 영광」,SV10-118,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_118.png,SR,,,,0,보유중,,
,sv7 -「스텔라미라클」,SV7-120,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_120.png,SR,,,,0,미보유,,
,sv1V -「바이올렛 ex」,SV1V-082,true,https://mtg-kr.com/cardimage/poketcgSV1V-082.png,AR,야돈,,,0,보유중,,
,sv9 -「배틀파트너즈」,SV9-127,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_127.png,SAR,N의 조로아크 ex,포켓몬,,0,미보유,,
,m2a -「메가드림」,M2a-244,,https://mtg-kr.com/cardimage/poketcgM2a-244.png,SAR,기로치 ex,포켓몬,,0,보유중,,
,sv8a -「테라스탈 페스타 ex」,SV8a-217,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_217.png,SAR,블래키 ex,포켓몬,,0,미보유,,
,sm11b -「드림리그」,SM11b-068,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_068.png,SR,명희,,,0,미보유,,
,m1S -「메가 심포니아」,M1S-078,true,https://mtg-kr.com/cardimage/poketcgM1S-078.png,SR,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-180,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_180.png,S,,,,0,미보유,,
,sv5a -「크림슨헤이즈」,SV5a-069,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_069.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-109,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_109.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-166,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_166.png,S,,,,0,미보유,,
,sv5a -「크림슨헤이즈」,SV5a-074,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_074.png,AR,,,,0,보유중,,
,XY BREAK 확장팩 BASE PACK 20th Anniversary,102/100,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP6/CP6_102.jpg,SR,M이상해꽃 EX,포켓몬,,0,미보유,,
,sv7a -「낙원드래고나」,SV7a-091,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_091.png,SAR,제빈,,,0,미보유,,
,sv5K -「와일드포스」,SV5K-094,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_094.png,SAR,굽이치는물결 ex,포켓몬,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-103,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_103.png,AR,,,,0,보유중,,
,sv6 -「변환의 가면」,SV6-133,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_133.png,UR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-256,true,https://mtg-kr.com/cardimage/poketcgS12a-256.png,SR,,,,0,미보유,,
,sv5a -「크림슨헤이즈」,SV5a-095,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_095.png,UR,,,,0,미보유,,
,m1L -「메가 브레이브」,M1L-085,true,https://mtg-kr.com/cardimage/poketcgM1L-085.png,SR,릴리에의 결심,,,0,미보유,,
,m1S -「메가 심포니아」,M1S-067,true,https://mtg-kr.com/cardimage/poketcgM1S-067.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-182,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_182.png,S,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-243,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_243.png,SSR,,,,0,미보유,,
,sm11a -「리믹스바우트」,SM11a-070,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_070.png,SR,,,,0,미보유,,
,sv10 -「로켓단의 영광」,SV10-108,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_108.png,AR,로켓단의 레트라,포켓몬,,0,보유중,,
,sm6a -「드래곤스톰」,SM6a-055,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_055.png,SR,,포켓몬,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-191,,https://mtg-kr.com/cardimage/poketcgS12a-191.png,AR,앱솔,포켓몬,359,0,보유중,,
,sv5a -「크림슨헤이즈」,SV5a-088,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_088.png,SR,,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-254,true,https://mtg-kr.com/cardimage/poketcgS8b-254.png,CSR,해피너스 V,,,0,미보유,,
,s10a -「다크판타스마」,S10a-073,,https://mtg-kr.com/cardimage/poketcgS10a-073.png,CHR,피카츄,포켓몬,25,0,보유중,,
,sm12a -「TAG TEAM GX 태그올스타즈」,SM12a-195,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM12a/SM12a_195.png,SR,블루의 탐색,서포트,,0,미보유,,
,m1L -「메가 브레이브」,M1L-088,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_088.png,SAR,메가루카리오 ex,포켓몬,,0,미보유,,
,sv5a -「크림슨헤이즈」,SV5a-073,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_073.png,AR,,,,0,보유중,,
,m2 -「인페르노X」,M2-081,true,https://mtg-kr.com/cardimage/poketcgM2-081.png,AR,,,,0,보유중,,
,sv4M -「미래의 일섬」,SV4M-091,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_091.png,SAR,리파,,,0,미보유,,
,m2a -「메가드림」,M2a-215,true,https://mtg-kr.com/cardimage/poketcgM2a-215.png,SR,,,,0,미보유,,
,s10P -「스페이스 저글러」,S10P-080,true,https://mtg-kr.com/cardimage/poketcgS10P-080.png,HR,,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-156,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_156.png,AR,,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-217,true,https://mtg-kr.com/cardimage/poketcgS8b-217.png,CSR,번치코 Vmax,포켓몬,,0,미보유,,
,sv1a -「트리플렛비트」,SV1a-100,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_100.png,SAR,운향,서포트,,0,미보유,,
,sv7a -「낙원드래고나」,SV7a-071,true,https://mtg-kr.com/cardimage/poketcgSV7a-071.png,AR,비브라바,,,0,보유중,,
,sv2D -「클레이버스트」,SV2D-092,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_092.png,SAR,위유이 ex,,,0,미보유,,
,sv1S -「스칼렛 ex」,SV1S-106,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_106.png,UR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-212,true,https://mtg-kr.com/cardimage/poketcgS12a-212.png,SAR,리자몽 Vstar,포켓몬,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-236,true,https://mtg-kr.com/cardimage/poketcgS12a-236.png,SAR,난천의 패기,서포트,,0,보유중,,
,sv9 -「배틀파트너즈」,SV9-132,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_132.png,UR,,,,0,미보유,,
,sm10b -「스카이레전드」,SM10b-057,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_057.png,SR,,포켓몬,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-227,true,https://mtg-kr.com/cardimage/poketcgS12a-227.png,SAR,드래피온 V,,,0,보유중,,
,sv2D -「클레이버스트」,SV2D-089,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_089.png,SR,,,,0,미보유,,
,sm11a -「리믹스바우트」,SM11a-067,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_067.png,SR,,,,0,미보유,,
,sm9b,SM9b-062,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM9B/SM9b_062.png,SR,블루의 탐색,서포트,,0,보유중,,
,s11 -「로스트어비스」,S11-125,,https://mtg-kr.com/cardimage/poketcgS11-125.png,UR,기라티나 Vstar,포켓몬,,0,등급카드,,
,sv7a -「낙원드래고나」,SV7a-080,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_080.png,SR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-211,true,https://mtg-kr.com/cardimage/poketcgS12a-211.png,SAR,리자몽 V,포켓몬,,0,보유중,,
,sv5K -「와일드포스」,SV5K-074,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_074.png,AR,,,,0,보유중,,
,sm11a -「리믹스바우트」,SM11a-071,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_071.png,SR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-245,true,https://mtg-kr.com/cardimage/poketcgS12a-245.png,SR,박사의 연구,서포트,,0,미보유,,
,s7R -「창공스트림」,S7r-074,true,https://mtg-kr.com/cardimage/poketcgS7r-074.png,SR,망나뇽 V,,,0,미보유,,
,sm10b -「스카이레전드」,SM10b-056,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_056.png,SR,,포켓몬,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-246,true,https://mtg-kr.com/cardimage/poketcgS8b-246.png,CSR,무한다이노 V,포켓몬,,0,미보유,,
,sv7a -「낙원드래고나」,SV7a-094,true,https://mtg-kr.com/cardimage/poketcgSV7a-094.png,UR,,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-215,true,https://mtg-kr.com/cardimage/poketcgS8b-215.png,CSR,이올브 Vmax,포켓몬,,0,미보유,,
,s11 -「로스트어비스」,S11-123,true,https://mtg-kr.com/cardimage/poketcgS11-123.png,HR,,,,0,미보유,,
,s9a -「배틀리전」,S9a-079,true,https://mtg-kr.com/cardimage/poketcgS9a-079.png,SR,,,,0,미보유,,
,sv1a -「트리플렛비트」,SV1a-097,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_097.png,SAR,라우드본 ex,포켓몬,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-205,,https://mtg-kr.com/cardimage/poketcgS12a-205.png,AR,피카츄,포켓몬,25,0,보유중,,
,sv2a -「포켓몬 카드 151」,SV2a-174,true,https://mtg-kr.com/cardimage/poketcgSV2a-174.png,AR,니드킹,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-139,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_139.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-172,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_172.png,SAR,버프론 ex,포켓몬,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-197,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_197.png,S,,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-110,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_110.png,AR,,,,0,보유중,,
,m2 -「인페르노X」,M2-108,true,https://mtg-kr.com/cardimage/poketcgM2-108.png,SR,,,,0,미보유,,
,sv2D -「클레이버스트」,SV2D-088,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_088.png,SR,,,,0,미보유,,
,s9 -「스타버스」,S9-124,true,https://mtg-kr.com/cardimage/poketcgS9-124.png,HR,,,,0,미보유,,
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-749,true,https://mtg-kr.com/cardimage/poketcgMC-749.png,없음,다크펫,,354,0,보유중,,
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-765,true,https://mtg-kr.com/cardimage/poketcgMC-765.png,기타 AR,릴리에의 삐삐 ex,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-267,true,https://mtg-kr.com/cardimage/poketcgS8b-267.png,SR,,서포트,,0,미보유,,
,sv4M -「미래의 일섬」,SV4M-073,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_073.png,AR,,,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-235,true,https://mtg-kr.com/cardimage/poketcgS12a-235.png,SAR,금랑,서포트,,0,미보유,,
,sv4M -「미래의 일섬」,SV4M-080,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_080.png,SR,,,,0,미보유,,
,s6a -「이브이 히어로즈」,S6a-077,,https://mtg-kr.com/cardimage/poketcgS6a-077.png,SR,글레이시아 V,포켓몬,471,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-170,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_170.png,S,,,,0,미보유,,
,sv9a -「열풍의 아레나」,SV9a-077,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_077.png,SR,,,,0,보유중,,
,sv7a -「낙원드래고나」,SV7a-082,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_082.png,SR,,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-109,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_109.png,AR,,,,0,보유중,,
,sv5M -「사이버저지」,SV5M-081,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_081.png,AR,,,,0,보유중,,
,m2a -「메가드림」,M2a-217,true,https://mtg-kr.com/cardimage/poketcgM2a-217.png,SR,,,,0,미보유,,
,sv5M -「사이버저지」,SV5M-091,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_091.png,SR,,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-169,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_169.png,SAR,케르디오 ex,,,0,보유중,,
,sv1S -「스칼렛 ex」,SV1S-086,true,https://mtg-kr.com/cardimage/poketcgSV1S-086.png,AR,리오르,포켓몬,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-112,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_112.png,AR,,,,0,보유중,,
,sv6 -「변환의 가면」,SV6-116,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_116.png,SR,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-200,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_200.png,S,,,,0,미보유,,
,sv1V -「바이올렛 ex」,SV1V-096,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_096.png,SR,,,,0,보유중,,
,sv8a -「테라스탈 페스타 ex」,SV8a-225,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_225.png,SAR,다투곰 붉은 달 ex,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-130,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_130.png,SAR,테라파고스 ex,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-271,true,https://mtg-kr.com/cardimage/poketcgS8b-271.png,SR,야청,서포트,,0,미보유,,
